2300;2000;2500;3000;3500
1994;0;516.022099447513;1033.14917127072;1548.06629834254
2191;226.519337016574;728.17679558011;1270.7182320442;1817.67955801105
2389;455.24861878453;939.226519337017;1511.60220994475;2088.39779005525
2587;685.082872928177;1172.37569060774;1752.4861878453;2355.80110497238
2784;912.707182320442;1426.51933701657;1993.37016574586;2626.51933701658
2982;1142.54143646409;1686.18784530387;2235.3591160221;2895.02762430939
3180;1371.27071823204;1943.64640883978;2518.23204419889;3162.43093922652
3378;1600;2203.31491712707;2805.52486187845;3434.25414364641
3575;1825.41436464088;2457.45856353591;3087.29281767956;3720.44198895028
3773;2053.03867403315;2714.91712707182;3373.48066298342;4036.46408839779
3971;2282.8729281768;2973.48066298342;3659.66850828729;4350.27624309392
4168;2511.60220994475;3228.72928176796;3945.85635359116;4662.98342541436
4366;2741.4364640884;3488.39779005525;4233.14917127072;4980.11049723757
4564;2969.06077348066;3744.75138121547;4518.2320441989;5292.81767955801
4761;3198.89502762431;4000;4805.52486187845;5608.83977900552
4959;3427.62430939227;4258.5635359116;5089.50276243094;5921.54696132597
5157;4197.79005524862;5097.23756906077;5994.47513812155;6891.71270718232
5355;4444.19889502762;5367.95580110497;6295.02762430939;7220.99447513812
5552;4685.08287292818;5638.67403314917;6596.68508287293;7552.4861878453
5750;4928.17679558011;5913.81215469613;6895.02762430939;7879.55801104972
5948;5172.37569060773;6184.53038674033;7196.68508287293;8208.83977900553
;;;;
2400;2000;2500;3000;3500
1994;100;616.022099447513;1133.14917127072;1648.06629834254
2191;326.519337016574;828.17679558011;1370.7182320442;1917.67955801105
2389;555.24861878453;1039.22651933702;1611.60220994475;2188.39779005525
2587;785.082872928177;1272.37569060774;1852.4861878453;2455.80110497238
2784;1012.70718232044;1526.51933701657;2093.37016574586;2726.51933701658
2982;1242.54143646409;1786.18784530387;2335.3591160221;2995.02762430939
3180;1471.27071823204;2043.64640883978;2618.23204419889;3262.43093922652
3378;1700;2303.31491712707;2905.52486187845;3534.25414364641
3575;1925.41436464088;2557.45856353591;3187.29281767956;3820.44198895028
3773;2153.03867403315;2814.91712707182;3473.48066298342;4136.46408839779
3971;2382.8729281768;3073.48066298342;3759.66850828729;4450.27624309392
4168;2611.60220994475;3328.72928176796;4045.85635359116;4762.98342541436
4366;2841.4364640884;3588.39779005525;4333.14917127072;5080.11049723757
4564;3069.06077348066;3844.75138121547;4618.2320441989;5392.81767955801
4761;3298.89502762431;4100;4905.52486187845;5708.83977900552
4959;3527.62430939227;4358.5635359116;5189.50276243094;6021.54696132597
5157;4297.79005524862;5197.23756906077;6094.47513812155;6991.71270718232
5355;4544.19889502762;5467.95580110497;6395.02762430939;7320.99447513812
5552;4785.08287292818;5738.67403314917;6696.68508287293;7652.4861878453
5750;5028.17679558011;6013.81215469613;6995.02762430939;7979.55801104972
5948;5272.37569060773;6284.53038674033;7296.68508287293;8308.83977900553
;;;;
2500;2000;2500;3000;3500
1994;200;716.022099447513;1233.14917127072;1748.06629834254
2191;426.519337016574;928.17679558011;1470.7182320442;2017.67955801105
2389;655.24861878453;1139.22651933702;1711.60220994475;2288.39779005525
2587;885.082872928177;1372.37569060774;1952.4861878453;2555.80110497238
2784;1112.70718232044;1626.51933701657;2193.37016574586;2826.51933701658
2982;1342.54143646409;1886.18784530387;2435.3591160221;3095.02762430939
3180;1571.27071823204;2143.64640883978;2718.23204419889;3362.43093922652
3378;1800;2403.31491712707;3005.52486187845;3634.25414364641
3575;2025.41436464088;2657.45856353591;3287.29281767956;3920.44198895028
3773;2253.03867403315;2914.91712707182;3573.48066298342;4236.46408839779
3971;2482.8729281768;3173.48066298342;3859.66850828729;4550.27624309392
4168;2711.60220994475;3428.72928176796;4145.85635359116;4862.98342541436
